id	text	tags	identical
2002	Astronomers have caught a massive black hole letting out a "double burp" after bingeing on hot gas.When cosmic gas comes near one of these sinkholes, it gets sucked in - but some of the energy is released back into space in the form of a burp.Now, the Hubble and Chandra space telescopes have detected a new belch emerging from a black hole located about 800 million light-years away.But they saw a remnant of another belch that occurred 100,000 years earlier.Black holes are voracious eaters, but it turns out they don't have very good table manners, Julie Comerford, from the University of Colorado, Boulder, told the 231st American Astronomical Society meeting in Washington DC.There are a lot of examples of black holes with single burps emanating out, but we discovered a galaxy with a supermassive black hole that has not one but two burps.The burp itself consists of a stream of high-energy particles that is kicked back from the black hole.Supermassive black holes are the largest type and are found at the centres of nearly all big galaxies. X-ray emission from the galaxy in question - called SDSS J1354+1327 - was picked up by the Chandra telescope, allowing researchers to pinpoint the location of its central black hole.Hubble was able to show them that a cloud of blue-green gas extending away from the black hole represented the aftermath of an earlier burp. They found that electrons had been stripped from atoms in the cone of gas and surmise that this was caused by a burst of radiation from the vicinity of the black hole.In the meantime, it had expanded 30,000 light-years away from the black hole itself.But the astronomers found a little loop in the images; the sign of a new belch emerging from the cosmic sinkhole."This new burp is actually moving like a shockwave that is coming out very fast," said Dr Comerford."I thought of an analogy for this and I was debating whether to use it or whether it's a little too gross... imagine someone eating dinner at their kitchen table and they're eating and burping, eating and burping.You walk in the room and you notice there's an old burp still hanging in the air from the appetiser course. Meanwhile, they're eating the main course and they let out a new burp that's rocking the kitchen table.She said the black hole was going through a cycle of feasting, burping and napping, before starting over.The observations are important because they support previous theories - not demonstrated until now - that black holes should go through these cycles. The black holes were expected to become very bright in the process of feasting and burping and then go dark during the nap phase.Theory predicted that black holes should flicker on and off very quickly and this galaxy's evidence of black holes does flicker on timescales of 100,000 years - which is long in human timescales, but in cosmological timescales is very fast, said Julie Comerford.The researchers think the black hole erupted twice because it consumed two separate meals. The reason for this might lie with the fact that the galaxy it's in had collided with another galaxy nearby. This would provide plenty of cosmic gas on which a black hole could feast.There's a stream of stars and gas connecting these two galaxies. That collision led gas to stream towards the supermassive black hole and feed it two separate meals that led to these two separate burps, said the University of Colorado researcher.The results are published in the Astrophysical Journal.	podobne	2001,2002,2003,2004,2005,2006,2007,2008,2009
2003	A “SUPERMASSIVE” black hole let out “two burps” in a space binge that moved like a “shockwave” as gas was sucked inwards and released back into space, it has been revealed.The Hubble and Chandra space telescopes detected the burp 800million light-years away.Julie Comerford, from the University of Colorado, said: "Black holes are voracious eaters, but it turns out they don't have very good table manners."There are a lot of examples of black holes with single burps emanating out, but we discovered a galaxy with a supermassive black hole that has not one but two burps."Ms Comerford announced the discovery at the 231st American Astronomical Society meeting in Washington DC.The expert added that “black holes are voracious eaters, but it turns out they don't have very good table manners” as she compared the space behemoths to “someone eating dinner”.She went on: "This new burp is actually moving like a shockwave that is coming out very fast."I thought of an analogy for this and I was debating whether to use it or whether it's a little too gross... imagine someone eating dinner at their kitchen table and they're eating and burping, eating and burping."You walk in the room and you notice there's an old burp still hanging in the air from the appetiser course.“Meanwhile, they're eating the main course and they let out a new burp that's rocking the kitchen table."A space “burp” consists of high-energy particles being launched back into space from the depths of a black hole.Supermassive black holes are the largest form of the space giant and are typically found in the centre of big galaxies.An X-ray emission from the galaxy, dubbed SDSS J1354+1327, was discovered by the Chandra telescope.The Hubble telescope then picked up clouds of blue-green gas emerging from the black hole from a previous burp.Using Ms Comerford’s analogy, the black hole repeated a cycle of binging, burping and napping.The team of researchers, that published a journal entry on the results, declared they believe the black hole could have burped twice thanks to a collision between two galaxies.Ms Comerford stated: "There's a stream of stars and gas connecting these two galaxies. That collision led gas to stream towards the supermassive black hole and feed it two separate meals that led to these two separate burps.”The new discovery supports previous theories that suggested black holes go through cycles of burping.Ms Comerford explained: "Theory predicted that black holes should flicker on and off very quickly and this galaxy's evidence of black holes does flicker on timescales of 100,000 years - which is long in human timescales, but in cosmological timescales is very fast.”	podobne	2001,2002,2003,2004,2005,2006,2007,2008,2009
2004	We’ve all felt the pressure that builds up in our stomach after a can of carbonated cola or a particularly filling meal, and no matter how polite of a person you are, you no doubt let a nice healthy burp fly every now and then. As it turns out, black holes have a similar habit, and astronomers have just captured photo evidence of one of the universe’s most destructive entities burping not once, but twice in quick succession.Scientists using some of mankind’s most powerful space observation tools — the Hubble and Chandra space telescopes — have observed the black hole at the center of a far-off galaxy spewing hot gas in two separate events. The galaxy, called SDSS J1354+1327 (catchy name, huh?) is some 800 million light-years from Earth, but that’s still close enough for astronomers to detect its foul behavior.The observations were presented this week at a meeting of the American Astronomical Society, where astronomer Julie Comerford explained what the team was able to see.“Black holes are voracious eaters, but it also turns out they don’t have very good table manners,” Comerford said. “We know a lot of examples of black holes with single burps emanating out, but we discovered a galaxy with a supermassive black hole that has not one but two burps.”The “burps” appear as colorful explosions of gas emitting from the center of the galaxy. In the clearest photo of the event, the beginning of a massive burp is seen shooting out of the upper left of the black hole, while the remnants of an older burp can be spotted still dissipating below it. While these two events are thought to have happened some 100,000 years apart, that’s actually an incredibly short period of time when we’re talking about black hole activity.Researchers believe the black hole is behaving this way because it is consuming a huge amount of nearby matter. The hole’s gaping maw is sucking up massive amounts of material, burping some of it out in a huge shockwave-like event, and then resting for a brief period before resuming its feast. You know, kind of like your uncle at Thanksgiving.	podobne	2001,2002,2003,2004,2005,2006,2007,2008,2009
2005	A giant black hole located at the center of a galaxy 800 million light-years from Earth has been caught on camera letting out not one, but two massive "burps" of highly charged particles.It is the first time astronomers have viewed the phenomenon twice in the same black hole.Images released Thursday and credited to the Hubble Space Telescope and the Chandra X-ray Observatory were presented at the American Astronomical Society's winter meeting in National Harbor, Md., outside Washington, D.C."Black holes are voracious eaters, but it also turns out they don't have very good table manners," Julie Comerford, an astronomer at the University of Colorado Boulder, said during a news conference Thursday, according to Space.com. "We know a lot of examples of black holes with single burps emanating out, but we discovered a galaxy with a supermassive black hole that has not one, but two burps."The supermassive black hole is at the center of a galaxy known as SDSS J1354+1327, or colloquially as simply J1354. Astronomers have found evidence of such black holes at the heart of most large galaxies, including our own Milky Way."The two-course meal for the black hole comes from a companion galaxy that collided with J1354 in the past. This collision produced a stream of stars and gas that links J1354 and the other galaxy. The separate outbursts from the black hole are caused by different clumps from this stream being consumed by the supermassive black hole," NASA writes."The optical data indicate that, in the past, the supermassive black hole appears to have consumed, or accreted, large amounts of gas while blasting off an outflow of high-energy particles. The outflow eventually switched off then turned back on about 100,000 years later. This is strong evidence that accreting black holes can switch their power output off and on again over timescales that are short compared to the 13.8 billion-year age of the Universe." 'We are seeing this object feast, burp and nap, and then feast and burp once again, which theory had predicted,' said Julie Comerford ... who led the study. 'Fortunately, we happened to observe this galaxy at a time when we could clearly see evidence for both events.' "	podobne	2001,2002,2003,2004,2005,2006,2007,2008,2009
2006	Astronomers have caught a supermassive black hole in a distant galaxy snacking on gas and then "burping" -- not once, but twice.The galaxy under study, called SDSS J1354+1327 (J1354 for short), is about 800 million light-years from Earth. The team used observations from NASA's Hubble Space Telescope, the Chandra X-ray Observatory, as well as the W.M. Keck Observatory in Mauna Kea, Hawaii, and the Apache Point Observatory (APO) near Sunspot, New Mexico.Chandra detected a bright, point-like source of X-ray emission from J1354, a telltale sign of the presence of a supermassive black hole millions or billions of times more massive than our Sun. The X-rays are produced by gas heated to millions of degrees by the enormous gravitational and magnetic forces near the black hole. Some of this gas will fall into the black hole, while a portion will be expelled in a powerful outflow of high-energy particles.By comparing X-ray images from Chandra and visible-light (optical) images from Hubble, the team determined that the black hole is located in the center of the galaxy, the expected address for such an object. The X-ray data also provide evidence that the supermassive black hole is embedded in a heavy veil of dust and gas.The results indicate that in the past, the supermassive black hole in J1354 appears to have consumed, or accreted, large amounts of gas while blasting off an outflow of high-energy particles. The outflow eventually switched off then turned back on about 100,000 years later. This is strong evidence that accreting black holes can switch their power output off and on again over timescales that are short compared to the 13.8-billion-year age of the universe."We are seeing this object feast, burp, and nap, and then feast and burp once again, which theory had predicted," said Julie Comerford of the University of Colorado (CU) at Boulder's Department of Astrophysical and Space Science, who led the study. "Fortunately, we happened to observe this galaxy at a time when we could clearly see evidence for both events."So why did the black hole have two separate meals? The answer lies in a companion galaxy that is linked to J1354 by streams of stars and gas produced by a collision between the two galaxies. The team concluded that clumps of material from the companion galaxy swirled toward the center of J1354 and then were eaten by the supermassive black hole.The team used optical data from Hubble, Keck, and APO to show that electrons had been stripped from atoms in a cone of gas extending some 30,000 light-years south from the galaxy's center. This stripping was likely caused by a burst of radiation from the vicinity of the black hole, indicating that a feasting event had occurred. To the north they found evidence for a shock wave, similar to a sonic boom, located about 3,000 light-years from the black hole. This suggests that a burp occurred after a different clump of gas had been consumed roughly 100,000 years later."This galaxy really caught us off guard," said CU Boulder doctoral student Rebecca Nevin, a study co-author who used data from APO to look at the velocities and intensities of light from the gas and stars in J1354. "We were able to show that the gas from the northern part of the galaxy was consistent with an advancing edge of a shock wave, and the gas from the south was consistent with an older outflow from the black hole."Our Milky Way galaxy's supermassive black hole has had at least one burp. In 2010, another research team discovered a Milky Way belch using observations from the orbiting Fermi Gamma-ray Observatory to look at the galaxy edge on. Astronomers saw gas outflows dubbed "Fermi bubbles" that shine in the gamma-ray, X-ray, and radio wave portion of the electromagnetic spectrum.These are the kinds of bubbles we see after a black hole feeding event, said CU postdoctoral fellow Scott Barrows. "Our galaxy's supermassive black hole is now napping after a big meal, just like J1354's black hole has in the past. So we also expect our massive black hole to feast again, just as J1354's has."Other co-authors on the new study include postdoctoral fellow Francisco Muller-Sanchez of CU Boulder, Jenny Greene of Princeton University, David Pooley from Trinity University, Daniel Stern from NASA's Jet Propulsion Laboratory in Pasadena, California, and Fiona Harrison from the California Institute of Technology.	podobne	2001,2002,2003,2004,2005,2006,2007,2008,2009
2007	Black holes are notoriously messy eaters, blasting the scraps of shredded stars as enormous belches of gas and dust. Now, for the first time, astronomers spotted the same black hole letting out two hearty burps.“Black holes are voracious eaters, but it also turns out they don’t have very good table manners,” astronomer Julia M. Comerford said during a news conference at the American Astronomical Society’s winter meeting, Sarah Lewin reports for Space.com. “We know a lot of examples of black holes with single burps emanating out, but we discovered a galaxy with a supermassive black hole that has not one but two burps.”It’s not uncommon for astronomers to observe the aftermath of a black hole guzzling down a star—while most of the material is lost behind its event horizon (what Lewin aptly calls the “point of no return”), traces of its meal are burped out in high-energy jets of particles that are blasted into space. Astronomers have long theorized that supermassive black holes—the black holes millions to billions times the mass of the sun that lurk in the center of galaxies—go through periods of activity and quiescence, a cycle of feeding and naps over enormous timescales.Now, a team of researchers led by Comerford have witnessed the supermassive black hole at the center of galaxy about 800 million light-years from Earth emitting these jets twice, the scientists write in an article for The Astrophysical Journal. The Hubble Space Telescope imaged the black hole in visible light and the Chandra X-ray Observatory scanned it using X-rays. The space telescopes captured two gas bubbles shocked by jets of fast-moving particles.One was a cloud of blue-green gas. It was ionized, meaning its electrons were stripped from its atoms, Paul Rincon reports for BBC, which suggests that the cloud was blasted by radiation from the black hole. Researchers measured the cloud lingering some 30,000 light-years from the black hole, and during its lengthy time of traveling the “burp” had plenty of time to expand.The younger burp, however, is a small loop that’s only 3,000 light-years from the black hole, Lewis writes. The two clouds were the result of two different feeding episodes for the black hole with a 100,000 year resting period in between. The long period between events matches computer models of how black holes feed, Lewis reports.“Imagine someone eating dinner at their kitchen table and they’re eating and burping, eating and burping,” Comerford​ tells Ricon. “You walk in the room and you notice there’s an old burp still hanging in the air from the appetizer course. Meanwhile, they’re eating the main course and they let out a new burp that’s rocking the kitchen table.”The same situation could be happening with Sagittarius A*, the supermassive black hole in the center of our home Milky Way galaxy. “Right now, our galaxy’s supermassive black hole is firmly in the nap phase of the feast-burp-nap cycle, but it’s just waiting for its next meal to come along,” Comerford tells Lewis. “In the future, it will probably feast and burp once again.”While high-energy jets emerging from black holes can be dangerous to anything nearby, the solar system is sufficiently on the outskirts of the Milky Way, so we won’t be at risk if Sagittarius A* awakens for a snack.	podobne	2001,2002,2003,2004,2005,2006,2007,2008,2009
2008	Last week, scientists presented an image of a supermassive black hole burping—twice. The behemoth had guzzled on gas before belching out a cloud of high-energy particles and settling in for a few thousand years’ nap. Then it woke up and did the whole thing again. Eat, sleep, repeat.But why do black holes burp, and what can this tell scientists?High-Energy Particles Intense gravitational and magnetic forces surround black holes. These can pull in large amounts of matter, creating a veil of dust and gas. As the greedy black hole feasts on this nearby gas, some is expelled in a powerful kind of burp. Each "burp" is really an outflow of high-energy particles, which astronomers can observe using X-ray images.Scientists have seen black holes burp like this before. What’s special about this new image is the fact it reveals two belches. About 100,000 years after the first burp, the black hole, which sits in the J1354 galaxy 800 million light years away, spewed out a second.This confirms that black holes can turn their power output on and off in a relatively short space of time. Although 100,000 years might seem long, in cosmological terms it is minute, given that the universe itself began 13.8 billion years ago."We are seeing this object feast, burp, and nap, and then feast and burp once again, which theory had predicted," said Julie Comerford of the University of Colorado, who led the study, in a statement.The information has big implications for physics. Repeated burps had been predicted, but this is the first time more than one has been observed from the same black hole.By analyzing the area around the black hole, the scientists were also able to narrow in on the cause of this second belch. The researchers believe that a nearby galaxy collision sent clumps of gas swirling toward the black hole. Just like its first meal, the black hole ate, belched and then napped.The research suggests the supermassive black hole in our own galaxy could also burp repeatedly. It has belched at least once before and is currently lying in wait of another big feast.University of Colorado postdoctoral fellow Scott Barrows says: "Our galaxy's supermassive black hole is now napping after a big meal, just like J1354’s black hole has in the past. So we also expect our massive black hole to feast again, just as J1354's has."	podobne	2001,2002,2003,2004,2005,2006,2007,2008,2009
2009	A rare supermassive black hole has been seen unleashing a huge ‘double burp’ after feasting on stars, gas and planets from a nearby galaxy.Astronomers spotted the gluttonous black hole's belches after studying a galaxy called SDSS J1354+1327, about 800 million light-years from Earth.Researchers in Colorado noticed that it let off jets of bright light from the gas it consumed twice over the course of 100,000 years.These 'burps' were followed by a period of rest, which researchers describe as the black hole 'taking a nap.'Scientists believe supermassive black holes such as this go through a cycle of feasting, burping and then napping - and the latest discovery confirms this theory. 'Black holes are voracious eaters, but it also turns out they don't have very good table manners,' study coauthor and University of Colorado scientist Dr Julie Comerford told the 231st American Astronomical Society meeting in Washington, DC, yesterday. 'We know a lot of examples of black holes with single burps emanating out, but we discovered a galaxy with a supermassive black hole that has not one but two burps.Supermassive black holes have masses greater than one million suns combined and would fit inside a ball with a diameter about the size of the solar system. In the same way as normal black holes, they are regions of space-time with gravitational effects so strong that even  light cannot escape from inside of them.The gas they pick up produced electromagnetic radiation as it becomes increasingly dense and is pulled towards the event horizon.This energy is released in quasars that are seen visible light and X-ray wavelengths.X-rays from the distant galaxy were detected by the Chandra telescope and later, the Hubble Space Telescope.They provided astronomers at Nasa with images that showed clouds of electrons that had been removed from atoms by a high-energy burst of radiation.The team said the cloud of ejected gas had already spread 30,000 light years from the black hole.	podobne	2001,2002,2003,2004,2005,2006,2007,2008,2009
3001	A powerful storm with extreme winds blew in from the North Sea this week. It slammed into the Netherlands, tearing off roofs, toppling trees and prompting flight cancellations and havoc at the airports. The storm flipped trucks and rail service was suspended. Then it moved on to Germany, where authorities declared it the worst storm since 2007.In an unprecedented move, all five storm surge gates were closed in the Netherlands by the country’s infrastructure agency. These massive movable barriers prevent water from the North Sea from surging up rivers and inundating vulnerable areas. Much of the Netherlands lies below sea level. The gates were built in response to a flood that killed almost 2,000 people in 1953.The closure of the gates disrupted shipping traffic in and out of Rotterdam, the busiest port in Europe. Gale-force winds tipped stacks of empty shipping containers like they were toys.Gusts of nearly 90 mph caused the cancellation of hundreds of flights at Amsterdam’s bustling Schiphol airport, according to the Associated Press. The high-speed train Thalys, which connects Amsterdam to Paris, was temporarily suspended because of downed electrical wires and debris on the tracks.Ferry service across the Netherlands was halted. People wanting to get from Texel in the Frisian Islands, to the mainland, were forced to wait out the wind and massive waves.Several people were killed by falling trees. A 62-year-old man died in the town of Olst when he was hit in the face with a large branch after he got out of his vehicle to clear debris from the road. A second death occurred when a tree killed the driver of a car in Enschede, near the German border. Terrifying videos posted online show people being blown through plazas like tumbleweeds and bikes being ripped from cyclists’ hands.In Belgium, a code orange, the second-highest storm warning, was in effect Thursday. The port of Ghent was closed and tram traffic in the capital of Brussels was suspended. Several public parks were closed because of fears of falling trees.It was the worst storm to hit Germany in just over a decade. There were widespread disruptions to all forms of travel. Dozens of flights were canceled in Düsseldorf and all long-distance train service across the country was suspended.The storm produced the strongest winds in the mountains and was accompanied with heavy snow. In the Bavarian Alps, a World Cup ski event was suspended as winds howled up to 126 mph on the peaks.Authorities in Belgium, the Netherlands and Germany say it will be several days before things get back to normal.	podobne	3001,3002,3003,3004,3005,3006,3007,3008,3009
3002	Five killed including one in Belgium as trains and flights cancelled across northwest Europe.At least five people were killed on Thursday after a powerful storm lashed northwest Europe, damaging property and throwing public transport into chaos.Police in the Netherlands said three people were killed by falling trees or debris in separate incidents, while a 59-year-old man died in Germany.The German railway operator Deutsche Bahn said it had suspended all long-distance rail services due to the storm.Schiphol airport in Amsterdam suspended all flights and the Dutch national rail service halted all trains.Police in the eastern province of Overijssel said in a tweet that a 62-year-old man died after being hit in the face by a falling tree branch.They say another 62-year-old man died in the eastern city of Enschede after a falling tree hit his car.In the central town of Vuren, a 66-year-old man died after falling several metres. Police are investigating the cause, including whether the storm was to blame.Meanwhile in Belgium, a driver was killed when a tree collapsed on to her car south of Brussels early on Thursday morning, and several other people were injured by flying debris in the rest of the country as the storm picked up in intensity during the day.Schiphol tweeted shortly after 11am local time that it was halting all take-offs and landings “until further notice” because of the severe weather conditions.Flag carrier KLM had already cancelled more than 200 flights before the storm.National broadcaster NOS reported that the main railway station in The Hague was closed because of fears that parts of its new glass roof would be blown off by Thursday’s storm.Traffic on Dutch roads was plunged into chaos, with the wind blowing over trucks and toppling trees and hampering efforts to clean up the mess. In Amsterdam, authorities halted all trams.The national weather service said it recorded wind gusts of up to 140 km/h in the southern port of Hook of Holland as the storm passed over the Dutch coast.Water authorities in the low-lying Netherlands also were closely monitoring the storm and preparing to close locks and storm barriers if necessary because of high-water levels.Numerous incidentsBefore halting all trains, the Dutch rail service reported numerous incidents including a collision between a train and a trampoline. The service had no further details of the collision.In Amsterdam, a man had a narrow escape when a tree was blown over onto his scooter. He escaped unhurt.Neighbouring Belgium also was being lashed by the storm with the port of Ghent closed because of the high winds.Belgium set off its code orange alert – the second highest storm warning – for the north of the country early Thursday and tram traffic had to be halted in parts of the capital Brussels, where several public parks had to be closed.In Germany, some 100,000 people in North Rhine-Westphalia (NRW) and in the northern state of Lower Saxony were left without power, a spokesman for the energy company Westnetz said. He said the company hoped to restore power within hours, provided the storm did not cause further damage.In Munich, eight domestic flights by Lufthansa were cancelled, the airport operator said.	podobne	3001,3002,3003,3004,3005,3006,3007,3008,3009
3003	THIS is the terrifying moment locals were literally blown away as killer storms tore through north-west Europe today.A man and woman are seen being sent flying through the streets of Den Bosch, in southern Holland, as gales topping 126mph left at least eight people dead.The shocking moment pedestrians are blown down the street in Holland.The storms toppled trees, flipped trucks, grounded aircraft and halted road and rail traffic across Holland Belgium and Germany.More than 260 flights were cancelled as winds of up to 90mph prompted the Dutch weather service to issue a nationwide red alert, the highest alarm level.In Rotterdam, dozens of shipping containers were toppled and roofs ripped off homes.Europe’s busiest cargo port was “virtually unreachable from the north” because of traffic holdups on three of the main motorways into the city.Germany halted all long-distance rail traffic for at least a day, while numerous domestic flights were scrapped as hurricane-force winds lashed the country.The storm claimed five lives in Germany, including two firefighters rescuing two truck drivers trapped after their vehicles were blown over by the gales.A 59-year-old camper was killed instantly when a tree fell on him in North Rhine-Westphalia state, German police said, as wind speeds attained a high of 126 mph at the Brocken -- the highest peak of northern Germany.In the Bavarian alps, the strong gales forced the cancellation of a ski world championship qualifier at Oberstdorf.It is the worst storm to strike Germany since 2007, according to the country's national weather service.In Holland,  which had borne the brunt of the severe winter storms earlier Thursday, two people were crushed by falling trees as bitter winds barrelled off the North Sea.As the national weather service raised its warning to the highest code red level, a 62-year-old man was killed in the central Dutch town of Olst by a falling branch when he got out of his truck to remove debris blocking the road.A second Dutchman, also 62, was killed in eastern Enschede when a tree toppled onto his car.In neighbouring Belgium, a woman driver died when her car was crushed by a tree as she was travelling through a wood in the Grez-Doiceau area, about 35 kilometres south of Brussels.Amsterdam's Schiphol airport, one of the continent's busiest travel hubs, was forced to briefly cancel all flights as winds gusted up to 140 kilometres an hour in some areas.Thalys, the high-speed train operator, suspended services to the Netherlands and Germany.Traffic is expected to resume only very gradually, said a German rail spokesman.Dutch insurers warned that the bill for Thursday's storm damage could top 10 million euros.Four people were injured in Antwerp, including one woman who was seriously hurt after being hit in the head by flying metal debris, the Belgian news agency Belga said.Elsewhere in Europe, Tyrol state in western Austria said part of the Westbahn train line linking Vienna, Linz and Salzburg was closed on Thursday morning because of avalanche risk, national railways company OeBB said."We don't want to take any risks," OeBB spokesman Christoph Gasser-Mair said.Parts of the UK were hit by winds of of up to 70mph and thousands of homes in south-east England were without electricity.Overhead power lines supplying trains were damaged and trees brought crashing on to tracks, causing severe delays for thousands of commuters.	podobne	3001,3002,3003,3004,3005,3006,3007,3008,3009
3004	Eight people including two firefighters have been killed in storm-related accidents as hurricane-strength winds tear across northern Europe.Both firefighters were helping with clean-up efforts in Germany when they died.Many of those killed, in the Netherlands and in Germany, were hit by falling trees and debris. One died in a collision when his van was blown on to the other side of the road.The storm has now crossed to Poland.Facing gusts of up to 140km/h (90mph), Germany's train operator Deutsche Bahn cancelled all long-distance services for the rest of Thursday.Many regional services were also cancelled.Flights at Schiphol airport in Amsterdam - one of the busiest in Europe - were briefly suspended and two of its three departure halls were closed after roof plates were blown off the terminal building.People arriving at Schiphol told reporters they had experienced rough landings with some passengers around them throwing up.The storm, called Friederike in Germany, crossed the country from west to east before reaching Poland.It caused high winds in the UK on Wednesday night and Thursday morning, bringing down trees and knocking out power to tens of thousands of homes.Meteorologists in Germany - where 65,000 homes are reportedly without power - warned people to stay indoors, and many schools are closed.Deutsche Bahn had already suspended rail traffic in North Rhine-Westphalia (NRW), neighbouring Rhineland-Palatinate state and Lower Saxony, when it announced a Germany-wide suspension of long-distance trains. Any regional trains still running have cut their speed because of the strong winds.A spokesman said it was the "right decision" due to the risk of trees falling on overhead wires and on tracks.Many domestic flights have also been cancelled.An emergency siren wailed in the city of Duisburg, warning residents that they should stay indoors, German news website WDR reported.Twitter users posted photos of trucks and trees blown over by the gales. Many trees came down on railway lines.Police temporarily closed the centre of Almere, a Dutch city with about 200,000 residents lying just east of Amsterdam.They tweeted an alert warning people to stay at home because of risk from the storm.A national transport website, VID, reported that at least 17 trucks had been blown over by the strong winds.The Dutch Railways (NS) and operator ProRail said overhead power lines had been damaged by the wind, as well as some railway tracks.An alert on the NS website said that "at most, only a few trains" would run throughout the evening.	podobne	3001,3002,3003,3004,3005,3006,3007,3008,3009
3005	AMSTERDAM (Reuters) - Three people were killed in the Netherlands and three people died in Germany on Thursday as powerful winds toppled trees, blew trucks off the road and forced the cancellation of hundreds of flights.Amsterdam’s Schiphol Airport briefly suspended all air traffic on Thursday as gusts of up to 140 kph (85 mph) were recorded along the coast.At least 260 flights were scrapped and falling roof tiles led to the closure of airport terminals. Nationwide train services and many tram and bus services were halted after the highest weather alert was issued.Police said three people were killed by falling trees or debris in separate incidents.In Rotterdam, shipping containers were toppled and entire roofs ripped off homes.Schiphol later said some flights would resume as the storm moved inland, but that there would be severe delays.In Germany, a 59-year-old man was killed by a falling tree in Emmerich near the Dutch border, a town spokesman said and a 68-year-old lorry driver was killed in a storm-related accident in Lippstadt, western Germany, police said.In Bad Salzungen, Germany, a 28-year-old fireman was killed when a tree fell on him while trying to help a woman who had been trapped in her car by fallen trees, the district administration said.In North Rhine-Westphalia (NRW), Germany’s most populous state, 41 people were injured in weather-related traffic accidents, police said.Some 100,000 people in NRW and in the northern state of Lower Saxony were left without power, a spokesman for the energy company Westnetz said.He said the company hoped to restore power within hours, provided the storm did not cause further damage.The German railway operator Deutsche Bahn [DBN.UL] said it had suspended nearly all long-distance rail service due to the storm and significant disruptions were expected again on Friday.Regional trains were also halted across northern and eastern Germany and some other areas, it said in a statement.In a statement, the rail operator said only a limited number of trains were operating on international routes. It said it had dispatched emergency crews to deal with storm damages.Some bridges and some stretches of road were closed in NRW. In Munich, eight domestic flights by Lufthansa (LHAG.DE) were cancelled, the airport operator said.	podobne	3001,3002,3003,3004,3005,3006,3007,3008,3009
3006	Two people have been killed by falling trees in the Netherlands as winds of up to 120 kph battered the country on Thursday morning. In Enschede, a 62-year-old person was killed when the car he was driving was hit by a tree brought down in the gale force winds. And in Zwolle, a 62-year-old man died when he was hit on the head by a branch, news agency ANP said. In Lingewaal, south of Utrecht, a 64-year-old man was killed and another injured when they fell through what police said was a ‘plexiglass construction’ on a private industrial estate. In Limburg, a woman pushing a buggy had a narrow escape while out for a morning walk.Dozens of people have also been injured by falling trees and flying debris. The centre of Almere was closed off to passersby because of the danger posed by flying glass. Eyewitness Vaiibhav Mugundan told DutchNews.nl that he had seen several ambulances coming to take away injured people.Schiphol airport was closed for a time because of the strong cross winds but services began to pick up speed again in the early afternoon. All rail services remained suspended at 13.30 but some trains were running in Groningen and Limburg. Several NS stations have been damaged by the winds, and the train operator said storm had caused major problems to some overhead cables. Trees and other debris have also made it impossible to run normal services.The emergency services have reported dealing with more than 1,600 damage reports between 8.30am and 12.30pm, when the winds began to die down.	podobne	3001,3002,3003,3004,3005,3006,3007,3008,3009
3007	At least three people were killed and several others injured in the Netherlands due to a severe storm, as gusts of up to 140 kilometres per hour blew down trees and damaged buildings.The three fatalities occurred in separate incidents in the centre of the Netherlands, where falling trees and building debris hit the elderly victims. All flights at Amsterdam's Schiphol airport were cancelled, and, nationwide, trains, trams and buses were halted after the highest weather alert was issued for large parts of the country.At least 260 flights were scrapped at Schiphol."Due to severe weather conditions: all air traffic has been suspended until further notice," the airport tweeted.At least three people were wounded when ceiling panels came down at the entrance of the departure halls at Schiphol due to the strong winds.Videos posted on social media showed pedestrians being swept off their feet by gusts in the city of Den Bosch, while other footage showed extensive damage to properties in the west and centre of the Netherlands.National broadcaster NOS reported that the main railway station in The Hague was closed because of fears that parts of its new glass roof would be blown off, while large stacks of containers in the port of Rotterdam came down in the storm.The Royal Netherlands Meteorological Institute issued a Code Red, the most severe weather warning, for large parts of the country, and said wind gusts had reached 140kph in the southern port of Hoek of Holland.Gale-force winds have also been recorded in the UK, where thousands of homes in southeast England have been left without electricity.The wind has damaged some of the overhead power lines that supply trains, and brought trees crashing onto the tracks, causing severe delays for thousands of commuters. Some service to London's King's Cross station has been disrupted.Driving conditions in parts of Scotland are extremely hazardous, with officials advising motorists to stay off the roads because of blustery winds, heavy snow and icy conditions.In Belgium, the port of Ghent was closed because of the high winds. In Germany, schools remain closed in many parts of the country, as the storm was expected to come in from the west and bring heavy snow, rain and gusty winds.Authorities warned Germans, especially in the west and the north of the country, to not leave their homes on Thursday if possible.	podobne	3001,3002,3003,3004,3005,3006,3007,3008,3009
